index	cost	
21560	498	
21561	932	
21562	903	
21563	771	
21564	692	
21565	110	
21566	604	
21567	442	
21568	430	
21569	556	
21570	773	
21571	619	
21572	1576	
21573	926	
21574	723	
21575	350	
21576	358	
21577	120	
21578	502	
21579	468	
21580	433	
21581	743	
21582	590	
21583	711	
21584	852	
21585	562	
21586	900	
21587	575	
21588	391	
21589	639	
21590	1614	
21591	793	
21592	1041	
21593	447	
21594	208	
21595	798	
21596	1010	
21597	1137	
21598	678	
21599	925	
21600	775	
21601	781	
21602	687	
21603	440	
21604	491	
21605	749	
21606	963	
21607	337	
21608	578	
21609	293	
21610	944	
21611	1015	
21612	582	
21613	304	
21614	895	
21615	677	
21616	279	
21617	1368	
21618	590	
21619	330	
21620	123	
21621	587	
21622	608	
21623	1152	
21624	984	
21625	829	
21626	1028	
21627	749	
21628	610	
21629	854	
21630	444	
21631	448	
21632	422	
21633	360	
21634	373	
21635	676	
21636	267	
21637	586	
21638	340	
21639	514	
21640	501	
21641	1185	
21642	599	
21643	742	
21644	604	
21645	494	
21646	544	
21647	1169	
21648	755	
21649	900	
21650	960	
21651	616	
21652	199	
21653	309	
21654	1242	
21655	308	
21656	198	
21657	658	
21658	635	
21659	712	
21660	641	
21661	903	
21662	138	
21663	753	
21664	778	
21665	329	
21666	355	
21667	604	
21668	1054	
21669	916	
21670	198	
21671	882	
21672	668	
21673	774	
21674	776	
21675	635	
21676	613	
21677	847	
21678	290	
21679	394	
21680	558	
21681	653	
21682	699	
21683	708	
21684	249	
21685	360	
21686	1258	
21687	328	
21688	806	
21689	637	
21690	677	
21691	286	
21692	853	
21693	680	
21694	870	
21695	340	
21696	758	
21697	569	
21698	426	
21699	600	
21700	684	
21701	343	
21702	609	
21703	1585	
21704	612	
21705	270	
21706	751	
21707	235	
21708	212	
21709	305	
21710	879	
21711	662	
21712	349	
21713	232	
21714	158	
21715	720	
21716	667	
21717	1006	
21718	491	
21719	517	
21720	156	
21721	327	
21722	672	
21723	557	
21724	1114	
21725	444	
21726	462	
21727	713	
21728	875	
21729	842	
21730	797	
21731	654	
21732	924	
21733	798	
21734	1069	
21735	679	
21736	784	
21737	518	
21738	1057	
21739	868	
21740	938	
21741	235	
21742	636	
21743	521	
21744	1035	
21745	893	
21746	629	
21747	449	
21748	383	
21749	442	
21750	2036	
21751	254	
21752	2109	
21753	423	
21754	1095	
21755	546	
21756	241	
21757	723	
21758	1155	
21759	1127	
21760	498	
21761	720	
21762	340	
21763	1161	
21764	110	
21765	334	
21766	683	
21767	652	
21768	1254	
21769	751	
21770	1458	
21771	1107	
21772	915	
21773	529	
21774	518	
21775	1069	
21776	737	
21777	1131	
21778	529	
21779	83	
21780	1376	
21781	277	
21782	430	
21783	1301	
21784	450	
21785	960	
21786	838	
21787	685	
21788	683	
21789	883	
21790	261	
21791	377	
21792	517	
21793	909	
21794	487	
21795	532	
21796	324	
21797	457	
21798	803	
21799	757	
21800	413	
21801	766	
21802	1524	
21803	551	
21804	862	
21805	533	
21806	679	
21807	842	
21808	124	
21809	739	
21810	703	
21811	1031	
21812	332	
21813	1043	
21814	531	
21815	250	
21816	658	
21817	972	
21818	542	
21819	776	
21820	135	
21821	630	
21822	916	
21823	653	
21824	651	
21825	990	
21826	524	
21827	579	
21828	1147	
21829	547	
21830	806	
21831	796	
21832	1013	
21833	685	
21834	450	
21835	353	
21836	1346	
21837	815	
21838	628	
21839	453	
21840	1026	
21841	1190	
21842	513	
21843	763	
21844	457	
21845	459	
21846	571	
21847	1284	
21848	811	
21849	845	
21850	768	
21851	729	
21852	885	
21853	687	
21854	130	
21855	1004	
21856	993	
21857	402	
21858	1261	
21859	582	
21860	1373	
21861	690	
21862	720	
21863	459	
21864	1287	
21865	727	
21866	389	
21867	764	
21868	644	
21869	695	
21870	246	
21871	680	
21872	246	
21873	659	
21874	624	
21875	413	
21876	342	
21877	408	
21878	556	
21879	612	
21880	495	
21881	935	
21882	626	
21883	326	
21884	886	
21885	289	
21886	697	
21887	695	
21888	514	
21889	437	
21890	265	
21891	330	
21892	121	
21893	421	
21894	487	
21895	1409	
21896	717	
21897	388	
21898	327	
21899	1282	
21900	458	
21901	511	
21902	911	
21903	812	
21904	858	
21905	1424	
21906	677	
21907	962	
21908	1042	
21909	1155	
21910	953	
21911	801	
21912	695	
21913	366	
21914	268	
21915	929	
21916	924	
21917	822	
21918	570	
21919	770	
21920	120	
21921	663	
21922	1568	
21923	342	
21924	368	
21925	652	
21926	483	
21927	889	
21928	364	
21929	198	
21930	258	
21931	225	
21932	805	
21933	543	
21934	655	
21935	766	
21936	216	
21937	215	
21938	595	
21939	944	
21940	762	
21941	1409	
21942	751	
21943	230	
21944	466	
21945	690	
21946	345	
21947	842	
21948	430	
21949	722	
21950	287	
21951	581	
21952	768	
21953	301	
21954	1075	
21955	784	
21956	598	
21957	945	
21958	1374	
21959	479	
21960	555	
21961	672	
21962	857	
21963	682	
21964	571	
21965	725	
21966	255	
21967	791	
21968	722	
21969	496	
21970	743	
21971	854	
21972	404	
21973	944	
21974	964	
21975	720	
21976	659	
21977	695	
21978	654	
21979	784	
21980	694	
21981	707	
21982	1116	
21983	593	
21984	688	
21985	258	
21986	1089	
21987	868	
21988	637	
21989	642	
21990	970	
21991	457	
21992	967	
21993	862	
21994	978	
21995	939	
21996	605	
21997	810	
21998	830	
21999	952	
22000	817	
22001	1143	
22002	396	
22003	645	
22004	261	
22005	391	
22006	811	
22007	747	
22008	356	
22009	192	
22010	1329	
22011	388	
22012	392	
22013	425	
22014	125	
22015	287	
22016	235	
22017	1265	
22018	393	
22019	1136	
22020	455	
22021	797	
22022	466	
22023	852	
22024	170	
22025	901	
22026	398	
22027	875	
22028	339	
22029	936	
22030	608	
22031	579	
22032	269	
22033	133	
22034	1383	
22035	518	
22036	228	
22037	128	
22038	662	
22039	426	
22040	269	
22041	858	
22042	874	
22043	730	
22044	427	
22045	722	
22046	681	
22047	872	
22048	313	
22049	954	
22050	391	
22051	995	
22052	689	
22053	1154	
22054	768	
22055	739	
22056	855	
22057	266	
22058	253	
22059	553	
22060	963	
22061	1165	
22062	592	
22063	683	
22064	948	
22065	547	
22066	390	
22067	511	
22068	1059	
22069	721	
22070	775	
22071	420	
22072	354	
22073	334	
22074	1052	
22075	504	
22076	670	
22077	1191	
22078	1319	
22079	1609	
22080	1444	
22081	562	
22082	848	
22083	997	
22084	971	
22085	410	
22086	484	
22087	763	
22088	257	
22089	594	
22090	650	
22091	769	
22092	1149	
22093	453	
22094	909	
22095	1277	
22096	471	
22097	366	
22098	471	
22099	263	
22100	520	
22101	846	
22102	357	
22103	876	
22104	1493	
22105	778	
22106	517	
22107	961	
22108	437	
22109	576	
22110	312	
22111	935	
22112	632	
22113	301	
22114	564	
22115	577	
22116	782	
22117	721	
22118	1367	
22119	267	
22120	1353	
22121	850	
22122	504	
22123	296	
22124	904	
22125	658	
22126	362	
22127	325	
22128	647	
22129	1230	
22130	814	
22131	525	
22132	897	
22133	520	
22134	630	
22135	668	
22136	623	
22137	706	
22138	813	
22139	282	
22140	1211	
22141	766	
22142	753	
22143	656	
22144	786	
22145	422	
22146	711	
22147	653	
22148	357	
22149	131	
22150	1043	
22151	867	
22152	388	
22153	1131	
22154	634	
22155	751	
22156	932	
22157	506	
22158	549	
22159	283	
22160	790	
22161	697	
22162	945	
22163	827	
22164	1232	
22165	101	
22166	461	
22167	1022	
22168	996	
22169	331	
22170	786	
22171	455	
22172	601	
22173	954	
22174	626	
22175	556	
22176	248	
22177	335	
22178	211	
22179	197	
22180	1351	
22181	778	
22182	889	
22183	546	
22184	359	
22185	994	
22186	585	
22187	761	
22188	643	
22189	579	
22190	685	
22191	750	
22192	543	
22193	905	
22194	292	
22195	753	
22196	295	
22197	285	
22198	733	
22199	716	
22200	865	
22201	654	
22202	637	
22203	662	
22204	977	
22205	334	
22206	694	
22207	251	
22208	679	
22209	626	
22210	550	
22211	580	
22212	287	
22213	776	
22214	345	
22215	655	
22216	890	
22217	444	
22218	602	
22219	923	
22220	707	
22221	262	
22222	806	
22223	280	
22224	759	
22225	670	
22226	905	
22227	626	
22228	1132	
22229	240	
22230	1974	
22231	460	
22232	1275	
22233	369	
22234	843	
22235	1101	
22236	447	
22237	693	
22238	665	
22239	217	
22240	636	
22241	804	
22242	685	
22243	385	
22244	627	
22245	284	
22246	760	
22247	557	
22248	169	
22249	518	
22250	1162	
22251	470	
22252	89	
22253	293	
22254	393	
22255	656	
22256	921	
22257	286	
22258	984	
22259	799	
22260	260	
22261	1142	
22262	615	
22263	587	
22264	777	
22265	1295	
22266	625	
22267	429	
22268	404	
22269	245	
22270	752	
22271	970	
22272	538	
22273	972	
22274	1104	
22275	609	
22276	833	
22277	592	
22278	647	
22279	1873	
22280	656	
22281	449	
22282	444	
22283	994	
22284	559	
22285	252	
22286	318	
22287	1325	
22288	772	
22289	542	
22290	1361	
22291	1048	
22292	1277	
22293	680	
22294	361	
22295	898	
22296	818	
22297	779	
22298	767	
22299	464	
22300	164	
22301	831	
22302	935	
22303	692	
22304	445	
22305	549	
22306	494	
22307	617	
22308	785	
22309	717	
22310	963	
22311	725	
22312	819	
22313	355	
22314	575	
22315	758	
22316	452	
22317	1222	
22318	943	
22319	1135	
22320	203	
22321	349	
22322	1301	
22323	828	
22324	1196	
22325	584	
22326	878	
22327	469	
22328	583	
22329	1079	
22330	378	
22331	266	
22332	795	
22333	375	
22334	435	
22335	402	
22336	758	
22337	390	
22338	367	
22339	1197	
22340	768	
22341	617	
22342	418	
22343	321	
22344	729	
22345	125	
22346	818	
22347	843	
22348	386	
22349	646	
22350	702	
22351	269	
22352	425	
22353	118	
22354	1255	
22355	601	
22356	1344	
22357	509	
22358	843	
22359	778	
22360	694	
22361	900	
22362	488	
22363	816	
22364	719	
22365	1084	
22366	944	
22367	493	
22368	620	
22369	786	
22370	422	
22371	532	
22372	921	
22373	764	
22374	512	
22375	615	
22376	803	
22377	813	
22378	1621	
22379	289	
22380	363	
22381	412	
22382	772	
22383	1605	
22384	705	
22385	986	
22386	413	
22387	704	
22388	562	
22389	423	
22390	1338	
22391	568	
22392	1192	
22393	503	
22394	357	
22395	149	
22396	295	
22397	985	
22398	217	
22399	240	
22400	731	
22401	729	
22402	376	
22403	1247	
22404	1124	
22405	986	
22406	808	
22407	239	
22408	709	
22409	865	
22410	683	
22411	494	
22412	742	
22413	378	
22414	424	
22415	764	
22416	1189	
22417	358	
22418	311	
22419	426	
22420	643	
22421	946	
22422	839	
22423	239	
22424	563	
22425	667	
22426	881	
22427	409	
22428	676	
22429	608	
22430	584	
22431	572	
22432	596	
22433	1039	
22434	895	
22435	1008	
22436	502	
22437	652	
22438	764	
22439	1410	
22440	1042	
22441	414	
22442	95	
22443	571	
22444	611	
22445	318	
22446	647	
22447	516	
22448	1242	
22449	882	
22450	550	
22451	857	
22452	534	
22453	534	
22454	720	
22455	592	
22456	355	
22457	959	
22458	1221	
22459	1312	
22460	1342	
22461	608	
22462	520	
22463	783	
22464	556	
22465	487	
22466	691	
22467	553	
22468	339	
22469	441	
22470	436	
22471	860	
22472	265	
22473	401	
22474	2225	
22475	524	
22476	1384	
22477	543	
22478	1152	
22479	1140	
22480	430	
22481	853	
22482	856	
22483	680	
22484	701	
22485	525	
22486	305	
22487	522	
22488	103	
22489	398	
22490	356	
22491	588	
22492	494	
22493	787	
22494	1283	
22495	188	
22496	252	
22497	326	
22498	386	
22499	624	
22500	668	
22501	1108	
22502	1704	
22503	726	
22504	1162	
22505	512	
22506	419	
22507	802	
22508	282	
22509	623	
22510	573	
22511	358	
22512	485	
22513	1200	
22514	383	
22515	705	
22516	443	
22517	748	
22518	300	
22519	750	
22520	296	
22521	426	
22522	632	
22523	388	
22524	865	
22525	863	
22526	848	
22527	378	
22528	522	
22529	617	
22530	950	
22531	498	
22532	867	
22533	277	
22534	850	
22535	591	
22536	491	
22537	556	
22538	594	
22539	501	
22540	352	
22541	736	
22542	469	
22543	1140	
22544	1283	
22545	592	
22546	1145	
22547	963	
22548	1033	
22549	833	
22550	411	
22551	215	
22552	605	
22553	324	
22554	688	
22555	624	
22556	452	
22557	249	
22558	389	
22559	1157	
22560	149	
22561	396	
22562	330	
22563	561	
22564	842	
22565	643	
22566	728	
22567	1343	
22568	669	
22569	382	
22570	1072	
22571	551	
22572	812	
22573	241	
22574	535	
22575	408	
22576	1160	
22577	805	
22578	809	
22579	1474	
22580	316	
22581	561	
22582	237	
22583	1010	
22584	246	
22585	289	
22586	719	
22587	751	
22588	1372	
22589	796	
22590	622	
22591	573	
22592	706	
22593	610	
22594	238	
22595	371	
22596	445	
22597	1101	
22598	832	
22599	524	
22600	372	
22601	609	
22602	458	
22603	686	
22604	1331	
22605	197	
22606	726	
22607	621	
22608	792	
22609	1296	
22610	443	
22611	710	
22612	1157	
22613	869	
22614	429	
22615	352	
22616	472	
22617	491	
22618	996	
22619	1136	
22620	345	
22621	1089	
22622	1989	
22623	873	
22624	551	
22625	948	
22626	352	
22627	1433	
22628	554	
22629	647	
22630	120	
22631	941	
22632	689	
22633	370	
22634	726	
22635	515	
22636	507	
22637	615	
22638	552	
22639	480	
22640	1842	
22641	992	
22642	1152	
22643	360	
22644	1077	
22645	914	
22646	436	
22647	1194	
22648	680	
22649	1445	
22650	1052	
22651	640	
22652	507	
22653	882	
22654	840	
22655	832	
22656	796	
22657	1015	
22658	1543	
22659	1061	
22660	167	
22661	839	
22662	235	
22663	584	
22664	336	
22665	472	
22666	646	
22667	956	
22668	497	
22669	397	
22670	537	
22671	342	
22672	400	
22673	393	
22674	245	
22675	536	
22676	810	
22677	531	
22678	1319	
22679	1324	
22680	975	
22681	376	
22682	773	
22683	613	
22684	467	
22685	730	
22686	324	
22687	1276	
22688	1289	
22689	305	
22690	799	
22691	579	
22692	111	
22693	581	
22694	1251	
22695	778	
22696	540	
22697	617	
22698	684	
22699	467	
22700	644	
22701	587	
22702	978	
22703	860	
22704	891	
22705	622	
22706	289	
22707	1666	
22708	248	
22709	810	
22710	1229	
22711	247	
22712	364	
22713	399	
22714	432	
22715	939	
22716	445	
22717	755	
22718	112	
22719	429	
22720	119	
22721	560	
22722	1161	
22723	595	
22724	992	
22725	1308	
22726	857	
22727	959	
22728	574	
22729	1196	
22730	317	
22731	539	
22732	1032	
22733	936	
22734	698	
22735	881	
22736	823	
22737	1089	
22738	306	
22739	340	
22740	347	
22741	779	
22742	703	
22743	774	
22744	1113	
22745	537	
22746	587	
22747	606	
22748	899	
22749	764	
22750	309	
22751	486	
22752	970	
22753	944	
22754	684	
22755	1168	
22756	207	
22757	535	
22758	1047	
22759	723	
22760	825	
22761	643	
22762	779	
22763	1296	
22764	795	
22765	579	
22766	748	
22767	365	
22768	482	
22769	1274	
22770	728	
22771	1096	
22772	976	
22773	669	
22774	797	
22775	336	
22776	451	
22777	358	
22778	142	
22779	525	
22780	655	
22781	765	
22782	209	
22783	617	
22784	883	
22785	651	
22786	518	
22787	677	
22788	274	
22789	507	
22790	1122	
22791	922	
22792	1097	
22793	466	
22794	991	
22795	692	
22796	276	
22797	921	
22798	351	
22799	1048	
22800	710	
22801	837	
22802	551	
22803	484	
22804	706	
22805	649	
22806	731	
22807	435	
22808	297	
22809	680	
22810	999	
22811	504	
22812	654	
22813	340	
22814	414	
22815	538	
22816	318	
22817	714	
22818	554	
22819	557	
22820	592	
22821	1014	
22822	1081	
22823	602	
22824	648	
22825	468	
22826	845	
22827	304	
22828	452	
22829	652	
22830	533	
22831	1254	
22832	1398	
22833	1172	
22834	608	
22835	502	
22836	591	
22837	376	
22838	645	
22839	777	
22840	424	
22841	402	
22842	566	
22843	826	
22844	373	
22845	647	
22846	191	
22847	740	
22848	378	
22849	163	
22850	1082	
22851	357	
22852	696	
22853	456	
22854	536	
22855	586	
22856	803	
22857	380	
22858	599	
22859	441	
22860	722	
22861	902	
22862	576	
22863	1055	
22864	915	
22865	503	
22866	694	
22867	290	
22868	773	
22869	740	
22870	232	
22871	547	
22872	302	
22873	1357	
22874	964	
22875	930	
22876	797	
22877	791	
22878	514	
22879	681	
22880	1197	
22881	1152	
22882	320	
22883	330	
22884	351	
22885	270	
22886	1037	
22887	546	
22888	1328	
22889	1106	
22890	413	
22891	766	
22892	620	
22893	603	
22894	305	
22895	344	
22896	502	
22897	1057	
22898	830	
22899	332	
22900	145	
22901	441	
22902	1030	
22903	250	
22904	544	
22905	1013	
22906	837	
22907	745	
22908	1163	
22909	1239	
22910	212	
22911	542	
22912	599	
22913	1803	
22914	516	
22915	463	
22916	677	
22917	579	
22918	481	
22919	848	
22920	996	
22921	702	
22922	98	
22923	586	
22924	250	
22925	886	
22926	1234	
22927	1197	
22928	1012	
22929	536	
22930	648	
22931	761	
22932	587	
22933	625	
22934	348	
22935	254	
22936	913	
22937	660	
22938	408	
22939	443	
22940	494	
22941	893	
22942	1230	
22943	621	
22944	1451	
22945	339	
22946	781	
22947	728	
22948	524	
22949	1371	
22950	464	
22951	514	
22952	1334	
22953	641	
22954	1014	
22955	357	
22956	476	
22957	209	
22958	1196	
22959	533	
22960	466	
22961	866	
22962	565	
22963	671	
22964	1485	
22965	575	
22966	667	
22967	429	
22968	1043	
22969	855	
22970	437	
22971	1240	
22972	615	
22973	351	
22974	1158	
22975	899	
22976	832	
22977	152	
22978	388	
22979	558	
22980	1410	
22981	410	
22982	722	
22983	548	
22984	1255	
22985	900	
22986	892	
22987	897	
22988	586	
22989	323	
22990	512	
22991	720	
22992	436	
22993	945	
22994	428	
22995	1610	
22996	124	
22997	510	
22998	441	
22999	797	
23000	279	
23001	417	
23002	347	
23003	705	
23004	908	
23005	1063	
23006	1110	
23007	660	
23008	1297	
23009	294	
23010	473	
23011	568	
23012	1088	
23013	738	
23014	302	
23015	1697	
23016	86	
23017	379	
23018	367	
23019	451	
23020	365	
23021	441	
23022	698	
23023	267	
23024	738	
23025	914	
23026	519	
23027	1393	
23028	899	
23029	746	
23030	1024	
23031	592	
23032	450	
23033	613	
23034	449	
23035	798	
23036	375	
23037	927	
23038	129	
23039	412	
23040	248	
23041	97	
23042	649	
23043	687	
23044	331	
23045	507	
23046	1172	
23047	645	
23048	1006	
23049	389	
23050	693	
23051	645	
23052	1147	
23053	1377	
23054	393	
23055	375	
23056	545	
23057	1073	
23058	299	
23059	375	
23060	993	
23061	840	
23062	360	
23063	400	
23064	274	
23065	814	
23066	434	
23067	792	
23068	776	
23069	940	
23070	425	
23071	748	
23072	675	
23073	478	
23074	868	
23075	571	
23076	617	
23077	565	
23078	336	
23079	496	
23080	828	
23081	366	
23082	363	
23083	495	
23084	709	
23085	511	
23086	1179	
23087	973	
23088	1666	
23089	356	
23090	567	
23091	277	
23092	731	
23093	375	
23094	381	
23095	352	
23096	787	
23097	343	
23098	404	
23099	680	
23100	331	
23101	838	
23102	374	
23103	855	
23104	298	
23105	1534	
23106	1282	
23107	741	
23108	272	
23109	1401	
23110	884	
23111	172	
23112	640	
23113	430	
23114	1105	
23115	435	
23116	1016	
23117	367	
23118	785	
23119	326	
23120	829	
23121	426	
23122	420	
23123	200	
23124	561	
23125	1145	
23126	718	
23127	406	
23128	512	
23129	1064	
23130	1248	
23131	494	
23132	1315	
23133	541	
23134	909	
23135	582	
23136	726	
23137	330	
23138	365	
23139	483	
23140	898	
23141	712	
23142	571	
23143	863	
23144	1052	
23145	242	
23146	544	
23147	423	
23148	852	
23149	798	
23150	370	
23151	992	
23152	1140	
23153	696	
23154	1040	
23155	1239	
23156	557	
23157	1216	
23158	798	
23159	609	
23160	390	
23161	693	
23162	893	
23163	459	
23164	598	
23165	297	
23166	346	
23167	449	
23168	417	
23169	435	
23170	647	
23171	529	
23172	671	
23173	630	
23174	600	
23175	603	
23176	433	
23177	481	
23178	349	
23179	962	
23180	649	
23181	145	
23182	272	
23183	463	
23184	270	
23185	398	
23186	400	
23187	848	
23188	765	
23189	301	
23190	171	
23191	571	
23192	560	
23193	918	
23194	766	
23195	930	
23196	317	
23197	1058	
23198	721	
23199	600	
23200	929	
23201	347	
23202	859	
23203	520	
23204	239	
23205	408	
23206	889	
23207	652	
23208	1030	
23209	1235	
23210	636	
23211	493	
23212	581	
23213	339	
23214	765	
23215	308	
23216	980	
23217	445	
23218	568	
23219	338	
23220	498	
23221	475	
23222	688	
23223	653	
23224	606	
23225	505	
23226	374	
23227	355	
23228	279	
23229	242	
23230	594	
23231	475	
23232	464	
23233	765	
23234	417	
23235	312	
23236	995	
23237	298	
23238	635	
23239	493	
23240	498	
23241	1550	
23242	469	
23243	397	
23244	951	
23245	971	
23246	382	
23247	869	
23248	754	
23249	187	
23250	681	
23251	920	
23252	411	
23253	1229	
23254	126	
23255	775	
23256	372	
23257	212	
23258	112	
23259	406	
23260	734	
23261	575	
23262	506	
23263	364	
23264	776	
23265	562	
23266	364	
23267	707	
23268	496	
23269	973	
23270	767	
23271	970	
23272	754	
23273	1677	
23274	540	
23275	878	
23276	259	
23277	515	
23278	930	
23279	906	
23280	563	
23281	684	
23282	634	
23283	331	
23284	1152	
23285	361	
23286	678	
23287	293	
23288	479	
23289	764	
23290	202	
23291	999	
23292	535	
23293	1142	
23294	1172	
23295	1022	
23296	635	
23297	138	
23298	943	
23299	1303	
23300	667	
23301	108	
23302	581	
23303	730	
23304	322	
23305	759	
23306	231	
23307	1019	
23308	255	
23309	564	
23310	1332	
23311	548	
23312	203	
23313	516	
23314	831	
23315	337	
23316	766	
23317	424	
23318	1766	
23319	613	
23320	563	
23321	1154	
23322	256	
23323	240	
23324	354	
23325	895	
23326	347	
23327	1028	
23328	199	
23329	377	
23330	640	
23331	610	
23332	877	
23333	306	
23334	644	
23335	1074	
23336	875	
23337	282	
23338	741	
23339	274	
23340	636	
23341	399	
23342	387	
23343	1364	
23344	714	
23345	380	
23346	603	
23347	674	
23348	515	
23349	614	
23350	288	
23351	396	
23352	624	
23353	376	
23354	624	
23355	369	
23356	787	
23357	366	
23358	1025	
23359	646	
23360	398	
23361	70	
23362	1441	
23363	320	
23364	943	
23365	422	
23366	823	
23367	902	
23368	1373	
23369	620	
23370	781	
23371	304	
23372	734	
23373	793	
23374	370	
23375	691	
23376	388	
23377	496	
23378	475	
23379	899	
23380	615	
23381	130	
23382	339	
23383	414	
23384	958	
23385	147	
23386	842	
23387	653	
23388	1291	
23389	1131	
23390	800	
23391	997	
23392	454	
23393	446	
23394	923	
23395	113	
23396	1025	
23397	647	
23398	1157	
23399	638	
23400	1067	
23401	589	
23402	327	
23403	721	
23404	748	
23405	524	
23406	139	
23407	749	
23408	641	
23409	460	
23410	1009	
23411	268	
23412	656	
23413	198	
23414	368	
23415	840	
23416	658	
23417	1116	
23418	735	
23419	1253	
23420	382	
23421	487	
23422	848	
23423	417	
23424	695	
23425	1554	
23426	981	
23427	880	
23428	650	
23429	289	
23430	622	
23431	264	
23432	425	
23433	697	
23434	672	
23435	865	
23436	864	
23437	809	
23438	953	
23439	952	
23440	478	
23441	909	
23442	374	
23443	361	
23444	804	
23445	829	
23446	616	
23447	911	
23448	976	
23449	112	
23450	231	
23451	654	
23452	438	
23453	565	
23454	375	
23455	305	
23456	935	
23457	1168	
23458	1925	
23459	1050	
23460	356	
23461	277	
23462	762	
23463	707	
23464	176	
23465	833	
23466	744	
23467	700	
23468	177	
23469	745	
23470	917	
23471	320	
23472	210	
23473	627	
23474	686	
23475	395	
23476	119	
23477	653	
23478	893	
23479	327	
23480	606	
23481	977	
23482	1069	
23483	689	
23484	392	
23485	713	
23486	203	
23487	816	
23488	382	
23489	419	
23490	258	
23491	1415	
23492	940	
23493	1063	
23494	283	
23495	1312	
23496	840	
23497	793	
23498	144	
23499	780	
23500	854	
23501	983	
23502	796	
23503	133	
23504	130	
23505	617	
23506	158	
23507	824	
23508	260	
23509	263	
23510	392	
23511	521	
23512	368	
23513	459	
23514	383	
23515	1270	
23516	867	
23517	202	
23518	408	
23519	462	
23520	341	
23521	702	
23522	1339	
23523	712	
23524	668	
23525	501	
23526	424	
23527	571	
23528	729	
23529	446	
23530	854	
23531	602	
23532	288	
23533	396	
23534	731	
23535	443	
23536	1058	
23537	663	
23538	687	
23539	1160	
23540	276	
23541	652	
23542	1084	
23543	499	
23544	462	
23545	1001	
23546	1439	
23547	364	
23548	844	
23549	407	
23550	538	
23551	684	
23552	309	
23553	893	
23554	889	
23555	1014	
23556	1247	
23557	989	
23558	1012	
23559	1160	
23560	606	
23561	845	
23562	947	
23563	440	
23564	853	
23565	578	
23566	405	
23567	463	
23568	1524	
23569	786	
23570	753	
23571	1044	
23572	934	
23573	392	
23574	661	
23575	477	
23576	637	
23577	448	
23578	383	
23579	1266	
23580	866	
23581	844	
23582	1104	
23583	387	
23584	1077	
23585	660	
23586	691	
23587	1132	
23588	566	
23589	684	
23590	756	
23591	954	
23592	522	
23593	433	
23594	348	
23595	528	
23596	591	
23597	289	
23598	492	
23599	681	
23600	539	
23601	1216	
23602	487	
23603	771	
23604	1117	
23605	364	
23606	532	
23607	531	
23608	511	
23609	880	
23610	1138	
23611	930	
23612	751	
23613	399	
23614	336	
23615	994	
23616	500	
23617	634	
23618	684	
23619	883	
23620	1641	
23621	356	
23622	503	
23623	917	
23624	1072	
23625	675	
23626	864	
23627	850	
23628	259	
23629	946	
23630	477	
23631	833	
23632	778	
23633	444	
23634	983	
23635	376	
23636	724	
23637	861	
23638	976	
23639	1462	
23640	238	
23641	724	
23642	569	
23643	721	
23644	558	
23645	817	
23646	797	
23647	154	
23648	955	
23649	478	
23650	485	
23651	437	
23652	585	
23653	496	
23654	698	
23655	906	
23656	597	
23657	884	
23658	746	
23659	497	
23660	463	
23661	770	
23662	1195	
23663	477	
23664	270	
23665	268	
23666	850	
23667	745	
23668	1306	
23669	209	
23670	789	
23671	257	
23672	232	
23673	781	
23674	492	
23675	415	
23676	1358	
23677	1359	
23678	479	
23679	915	
23680	203	
23681	459	
23682	803	
23683	625	
23684	802	
23685	515	
23686	513	
23687	530	
23688	165	
23689	611	
23690	1160	
23691	325	
23692	764	
23693	1020	
23694	687	
23695	767	
23696	449	
23697	747	
23698	999	
23699	265	
23700	793	
23701	353	
23702	602	
23703	931	
23704	247	
23705	972	
23706	522	
23707	886	
23708	1290	
23709	878	
23710	590	
23711	423	
23712	254	
23713	483	
23714	490	
23715	1764	
23716	666	
23717	675	
23718	1136	
23719	383	
23720	703	
23721	288	
23722	315	
23723	755	
23724	590	
23725	405	
23726	889	
23727	272	
23728	1301	
23729	946	
23730	720	
23731	510	
23732	783	
23733	738	
23734	519	
23735	358	
23736	623	
23737	948	
23738	1106	
23739	899	
23740	1131	
23741	768	
23742	352	
23743	530	
23744	604	
23745	507	
23746	345	
23747	233	
23748	787	
23749	342	
23750	723	
23751	247	
23752	515	
23753	1212	
23754	249	
23755	584	
23756	412	
23757	909	
23758	742	
23759	832	
23760	910	
23761	486	
23762	594	
23763	1287	
23764	390	
23765	498	
23766	1091	
23767	1142	
23768	764	
23769	985	
23770	583	
23771	701	
23772	578	
23773	407	
23774	510	
23775	514	
23776	535	
23777	632	
23778	591	
23779	783	
23780	414	
23781	269	
23782	104	
23783	1251	
23784	632	
23785	653	
23786	574	
23787	1273	
23788	603	
23789	816	
23790	1692	
23791	267	
23792	523	
23793	547	
23794	1265	
23795	382	
23796	721	
23797	567	
23798	1167	
23799	695	
23800	935	
23801	1240	
23802	712	
23803	721	
23804	392	
23805	830	
23806	871	
23807	1229	
23808	905	
23809	985	
23810	646	
23811	880	
23812	516	
23813	651	
23814	245	
23815	1421	
23816	88	
23817	619	
23818	140	
23819	1008	
23820	89	
23821	628	
23822	516	
23823	729	
23824	137	
23825	1218	
23826	258	
23827	953	
23828	591	
23829	714	
23830	293	
23831	486	
23832	287	
23833	499	
23834	474	
23835	387	
23836	885	
23837	635	
