index	cost	
50455	463	
50456	254	
50457	318	
50458	1000	
50459	816	
50460	446	
50461	491	
50462	976	
50463	932	
50464	1233	
50465	1085	
50466	840	
50467	737	
50468	1012	
50469	608	
50470	441	
50471	479	
50472	216	
50473	426	
50474	1098	
50475	525	
50476	1121	
50477	743	
50478	1567	
50479	604	
50480	928	
50481	945	
50482	1305	
50483	264	
50484	960	
50485	911	
50486	1426	
50487	1121	
50488	1057	
50489	350	
50490	829	
50491	1284	
50492	890	
50493	823	
50494	641	
50495	880	
50496	324	
50497	744	
50498	361	
50499	587	
50500	419	
50501	675	
50502	380	
50503	90	
50504	743	
50505	1029	
50506	555	
50507	521	
50508	360	
50509	1341	
50510	617	
50511	343	
50512	848	
50513	1477	
50514	937	
50515	1436	
50516	702	
50517	264	
50518	986	
50519	193	
50520	1027	
50521	328	
50522	512	
50523	428	
50524	571	
50525	286	
50526	413	
50527	807	
50528	810	
50529	812	
50530	606	
50531	749	
50532	931	
50533	960	
50534	910	
50535	724	
50536	867	
50537	672	
50538	246	
50539	1575	
50540	688	
50541	427	
50542	783	
50543	235	
50544	475	
50545	108	
50546	1078	
50547	1143	
50548	1352	
50549	335	
50550	689	
50551	450	
50552	471	
50553	669	
50554	474	
50555	511	
50556	353	
50557	951	
50558	456	
50559	180	
50560	595	
50561	801	
50562	821	
50563	349	
50564	653	
50565	792	
50566	702	
50567	1021	
50568	750	
50569	597	
50570	1121	
50571	222	
50572	1301	
50573	150	
50574	1145	
50575	941	
50576	322	
50577	433	
50578	511	
50579	489	
50580	366	
50581	985	
50582	668	
50583	243	
50584	1257	
50585	528	
50586	675	
50587	338	
50588	281	
50589	367	
50590	383	
50591	803	
50592	668	
50593	381	
50594	387	
50595	1097	
50596	655	
50597	729	
50598	282	
50599	691	
50600	1205	
50601	134	
50602	221	
50603	1149	
50604	831	
50605	392	
50606	548	
50607	398	
50608	495	
50609	958	
50610	1287	
50611	636	
50612	878	
50613	640	
50614	1042	
50615	696	
50616	715	
50617	440	
50618	276	
50619	423	
50620	795	
50621	442	
50622	1380	
50623	656	
50624	557	
50625	440	
50626	180	
50627	461	
50628	484	
50629	342	
50630	445	
50631	196	
50632	513	
50633	511	
50634	524	
50635	673	
50636	957	
50637	602	
50638	851	
50639	778	
50640	419	
50641	660	
50642	1110	
50643	923	
50644	453	
50645	758	
50646	309	
50647	749	
50648	858	
50649	645	
50650	808	
50651	315	
50652	764	
50653	1008	
50654	614	
50655	780	
50656	497	
50657	649	
50658	459	
50659	885	
50660	432	
50661	371	
50662	328	
50663	838	
50664	631	
50665	661	
50666	460	
50667	469	
50668	466	
50669	731	
50670	484	
50671	859	
50672	954	
50673	1315	
50674	341	
50675	520	
50676	677	
50677	361	
50678	867	
50679	415	
50680	599	
50681	405	
50682	900	
50683	376	
50684	971	
50685	841	
50686	254	
50687	1351	
50688	1109	
50689	562	
50690	554	
50691	799	
50692	348	
50693	408	
50694	823	
50695	628	
50696	964	
50697	836	
50698	906	
50699	758	
50700	1098	
50701	1199	
50702	504	
50703	656	
50704	388	
50705	933	
50706	619	
50707	913	
50708	578	
50709	160	
50710	716	
50711	220	
50712	1109	
50713	589	
50714	1337	
50715	629	
50716	1039	
50717	558	
50718	265	
50719	983	
50720	873	
50721	677	
50722	356	
50723	307	
50724	1305	
50725	560	
50726	1065	
50727	698	
50728	697	
50729	607	
50730	464	
50731	489	
50732	480	
50733	470	
50734	498	
50735	202	
50736	1008	
50737	843	
50738	352	
50739	1480	
50740	375	
50741	1282	
50742	371	
50743	304	
50744	929	
50745	592	
50746	1137	
50747	481	
50748	355	
50749	493	
50750	775	
50751	1167	
50752	1243	
50753	855	
50754	330	
50755	432	
50756	577	
50757	437	
50758	355	
50759	1195	
50760	597	
50761	854	
50762	491	
50763	747	
50764	1373	
50765	376	
50766	304	
50767	1149	
50768	1185	
50769	614	
50770	298	
50771	402	
50772	949	
50773	361	
50774	580	
50775	529	
50776	990	
50777	1210	
50778	766	
50779	931	
50780	301	
50781	455	
50782	509	
50783	399	
50784	209	
50785	640	
50786	1057	
50787	803	
50788	209	
50789	470	
50790	617	
50791	1024	
50792	489	
50793	517	
50794	893	
50795	718	
50796	694	
50797	563	
50798	751	
50799	960	
50800	754	
50801	1066	
50802	645	
50803	500	
50804	333	
50805	563	
50806	584	
50807	480	
50808	1435	
50809	900	
50810	498	
50811	852	
50812	127	
50813	1249	
50814	997	
50815	231	
50816	1063	
50817	454	
50818	476	
50819	964	
50820	799	
50821	665	
50822	794	
50823	383	
50824	675	
50825	499	
50826	593	
50827	871	
50828	1190	
50829	604	
50830	995	
50831	631	
50832	960	
50833	388	
50834	415	
50835	379	
50836	814	
50837	372	
50838	678	
50839	1294	
50840	330	
50841	871	
50842	449	
50843	900	
50844	560	
50845	653	
50846	452	
50847	1283	
50848	1313	
50849	866	
50850	835	
50851	783	
50852	484	
50853	277	
50854	534	
50855	787	
50856	591	
50857	466	
50858	571	
50859	763	
50860	1416	
50861	403	
50862	374	
50863	792	
50864	1496	
50865	507	
50866	670	
50867	851	
50868	518	
50869	443	
50870	1178	
50871	452	
50872	1303	
50873	1220	
50874	658	
50875	1183	
50876	202	
50877	383	
50878	297	
50879	509	
50880	373	
50881	1054	
50882	307	
50883	680	
50884	462	
50885	433	
50886	338	
50887	878	
50888	326	
50889	423	
50890	793	
50891	164	
50892	966	
50893	403	
50894	765	
50895	1125	
50896	866	
50897	764	
50898	162	
50899	341	
50900	575	
50901	418	
50902	327	
50903	1206	
50904	972	
50905	652	
50906	629	
50907	1198	
50908	793	
50909	510	
50910	512	
50911	317	
50912	340	
50913	1118	
50914	507	
50915	966	
50916	871	
50917	693	
50918	436	
50919	292	
50920	254	
50921	996	
50922	277	
50923	456	
50924	125	
50925	739	
50926	1830	
50927	1146	
50928	870	
50929	320	
50930	246	
50931	756	
50932	315	
50933	724	
50934	1018	
50935	309	
50936	457	
50937	445	
50938	167	
50939	290	
50940	458	
50941	943	
50942	1073	
50943	1024	
50944	514	
50945	519	
50946	481	
50947	627	
50948	1106	
50949	627	
50950	514	
50951	584	
50952	705	
50953	142	
50954	1075	
50955	990	
50956	1084	
50957	715	
50958	1363	
50959	1101	
50960	856	
50961	243	
50962	625	
50963	751	
50964	924	
50965	416	
50966	597	
50967	882	
50968	928	
50969	966	
50970	401	
50971	621	
50972	717	
50973	581	
50974	242	
50975	1408	
50976	1122	
50977	986	
50978	816	
50979	899	
50980	643	
50981	658	
50982	488	
50983	1003	
50984	502	
50985	529	
50986	689	
50987	694	
50988	983	
50989	1520	
50990	481	
50991	857	
50992	395	
50993	679	
50994	266	
50995	267	
50996	1209	
50997	756	
50998	1200	
50999	839	
51000	1638	
51001	334	
51002	583	
51003	681	
51004	489	
51005	702	
51006	465	
51007	728	
51008	341	
51009	307	
51010	1212	
51011	509	
51012	684	
51013	1145	
51014	497	
51015	678	
51016	515	
51017	814	
51018	510	
51019	675	
51020	1099	
51021	622	
51022	406	
51023	1042	
51024	541	
51025	857	
51026	1285	
51027	1315	
51028	839	
51029	684	
51030	257	
51031	782	
51032	229	
51033	283	
51034	626	
51035	380	
51036	195	
51037	345	
51038	2055	
51039	1288	
51040	443	
51041	671	
51042	653	
51043	633	
51044	1083	
51045	453	
51046	556	
51047	728	
51048	1034	
51049	1018	
51050	672	
51051	391	
51052	899	
51053	407	
51054	576	
51055	593	
51056	477	
51057	261	
51058	684	
51059	235	
51060	1131	
51061	1227	
51062	680	
51063	965	
51064	1570	
51065	881	
51066	1075	
51067	559	
51068	262	
51069	1231	
51070	440	
51071	148	
51072	609	
51073	342	
51074	981	
51075	450	
51076	833	
51077	761	
51078	246	
51079	628	
51080	749	
51081	447	
51082	388	
51083	544	
51084	575	
51085	903	
51086	296	
51087	388	
51088	867	
51089	675	
51090	641	
51091	746	
51092	897	
51093	530	
51094	1235	
51095	1067	
51096	673	
51097	603	
51098	804	
51099	702	
51100	497	
51101	873	
51102	847	
51103	353	
51104	969	
51105	390	
51106	280	
51107	448	
51108	823	
51109	328	
51110	586	
51111	515	
51112	537	
51113	398	
51114	581	
51115	429	
51116	370	
51117	534	
51118	1036	
51119	1116	
51120	759	
51121	420	
51122	128	
51123	112	
51124	133	
51125	328	
51126	556	
51127	523	
51128	1179	
51129	394	
51130	335	
51131	287	
51132	432	
51133	749	
51134	275	
51135	791	
51136	574	
51137	573	
51138	300	
51139	903	
51140	551	
51141	691	
51142	420	
51143	982	
51144	1080	
51145	755	
51146	632	
51147	981	
51148	921	
51149	468	
51150	1027	
51151	544	
51152	896	
51153	340	
51154	1267	
51155	695	
51156	1149	
51157	569	
51158	578	
51159	101	
51160	522	
51161	669	
51162	1419	
51163	491	
51164	324	
51165	747	
51166	627	
51167	543	
51168	1112	
51169	288	
51170	667	
51171	1425	
51172	722	
51173	279	
51174	1615	
51175	477	
51176	799	
51177	577	
51178	516	
51179	638	
51180	423	
51181	1149	
51182	208	
51183	399	
51184	1159	
51185	587	
51186	279	
51187	227	
51188	665	
51189	352	
51190	722	
51191	378	
51192	378	
51193	994	
51194	724	
51195	665	
51196	453	
51197	403	
51198	663	
51199	1048	
51200	682	
51201	636	
51202	398	
51203	598	
51204	542	
51205	455	
51206	1357	
51207	549	
51208	350	
51209	251	
51210	321	
51211	292	
51212	841	
51213	416	
51214	205	
51215	699	
51216	220	
51217	168	
51218	627	
51219	521	
51220	179	
51221	915	
51222	866	
51223	305	
51224	473	
51225	286	
51226	642	
51227	218	
51228	499	
51229	288	
51230	569	
51231	654	
51232	1119	
51233	718	
51234	398	
51235	387	
51236	895	
51237	411	
51238	1546	
51239	786	
51240	588	
51241	440	
51242	866	
51243	594	
51244	97	
51245	297	
51246	692	
51247	530	
51248	850	
51249	655	
51250	608	
51251	411	
51252	453	
51253	769	
51254	726	
51255	1149	
51256	1307	
51257	855	
51258	258	
51259	1391	
51260	1372	
51261	279	
51262	267	
51263	200	
51264	1200	
51265	871	
51266	734	
51267	909	
51268	673	
51269	400	
51270	1242	
51271	342	
51272	379	
51273	232	
51274	655	
51275	733	
51276	1146	
51277	624	
51278	1206	
51279	1358	
51280	335	
51281	1191	
51282	574	
51283	1301	
51284	556	
51285	1227	
51286	922	
51287	399	
51288	485	
51289	783	
51290	666	
51291	687	
51292	538	
51293	773	
51294	512	
51295	376	
51296	774	
51297	301	
51298	743	
51299	955	
51300	338	
51301	766	
51302	273	
51303	780	
51304	743	
51305	1607	
51306	723	
51307	564	
51308	670	
51309	1148	
51310	382	
51311	996	
51312	502	
51313	625	
51314	823	
51315	1022	
51316	609	
51317	524	
51318	937	
51319	1187	
51320	1021	
51321	1458	
51322	761	
51323	557	
51324	454	
51325	1467	
51326	830	
51327	659	
51328	1076	
51329	999	
51330	172	
51331	919	
51332	1105	
51333	449	
51334	836	
51335	880	
51336	901	
51337	396	
51338	624	
51339	147	
51340	938	
51341	1197	
51342	1100	
51343	727	
51344	513	
51345	649	
51346	1042	
51347	857	
51348	627	
51349	454	
51350	779	
51351	871	
51352	967	
51353	692	
51354	963	
51355	812	
51356	1006	
51357	997	
51358	441	
51359	379	
51360	285	
51361	1208	
51362	730	
51363	839	
51364	551	
51365	484	
51366	232	
51367	877	
51368	757	
51369	200	
51370	724	
51371	870	
51372	1202	
51373	413	
51374	1313	
51375	334	
51376	359	
51377	643	
51378	603	
51379	863	
51380	536	
51381	692	
51382	258	
51383	400	
51384	440	
51385	283	
51386	1227	
51387	799	
51388	246	
51389	834	
51390	1030	
51391	759	
51392	772	
51393	819	
51394	915	
51395	768	
51396	231	
51397	622	
51398	264	
51399	223	
51400	409	
51401	618	
51402	387	
51403	792	
51404	1077	
51405	566	
51406	894	
51407	1401	
51408	1207	
51409	828	
51410	232	
51411	647	
51412	639	
51413	872	
51414	330	
51415	758	
51416	837	
51417	704	
51418	814	
51419	472	
51420	368	
51421	1240	
51422	1344	
51423	235	
51424	395	
51425	775	
51426	351	
51427	397	
51428	456	
51429	448	
51430	331	
51431	537	
51432	651	
51433	762	
51434	1369	
51435	1021	
51436	626	
51437	248	
51438	887	
51439	507	
51440	513	
51441	904	
51442	286	
51443	261	
51444	965	
51445	342	
51446	150	
51447	377	
51448	1130	
51449	401	
51450	437	
51451	837	
51452	636	
51453	620	
51454	343	
51455	454	
51456	736	
51457	309	
51458	665	
51459	1151	
51460	556	
51461	726	
51462	744	
51463	684	
51464	973	
51465	232	
51466	411	
51467	699	
51468	208	
51469	414	
51470	440	
51471	1285	
51472	303	
51473	818	
51474	1253	
51475	494	
51476	1014	
51477	1021	
51478	645	
51479	676	
51480	587	
51481	1307	
51482	443	
51483	187	
51484	752	
51485	602	
51486	764	
51487	843	
51488	838	
51489	782	
51490	1366	
51491	244	
51492	1011	
51493	703	
51494	592	
51495	217	
51496	435	
51497	481	
51498	691	
51499	505	
51500	1001	
51501	937	
51502	821	
51503	147	
51504	424	
51505	746	
51506	1598	
51507	602	
51508	570	
51509	1064	
51510	612	
51511	360	
51512	677	
51513	1238	
51514	842	
51515	335	
51516	413	
51517	934	
51518	503	
51519	623	
51520	892	
51521	279	
51522	722	
51523	408	
51524	610	
51525	775	
51526	395	
51527	540	
51528	533	
51529	761	
51530	143	
51531	695	
51532	720	
51533	234	
51534	1173	
51535	482	
51536	326	
51537	862	
51538	1246	
51539	393	
51540	625	
51541	478	
51542	1294	
51543	399	
51544	772	
51545	269	
51546	868	
51547	227	
51548	313	
51549	728	
51550	476	
51551	250	
51552	667	
51553	562	
51554	234	
51555	347	
51556	879	
51557	569	
51558	802	
51559	795	
51560	747	
51561	308	
51562	557	
51563	406	
51564	770	
51565	824	
51566	1277	
51567	792	
51568	581	
51569	389	
51570	376	
51571	488	
51572	817	
51573	1216	
51574	548	
51575	721	
51576	885	
51577	957	
51578	550	
51579	686	
51580	246	
51581	671	
51582	866	
51583	308	
51584	410	
51585	669	
51586	636	
51587	286	
51588	774	
51589	732	
51590	484	
51591	261	
51592	824	
51593	1395	
51594	337	
51595	226	
51596	1075	
51597	543	
51598	397	
51599	359	
51600	818	
51601	998	
51602	523	
51603	486	
51604	911	
51605	801	
51606	895	
51607	1245	
51608	394	
51609	408	
51610	327	
51611	868	
51612	309	
51613	1126	
51614	455	
51615	759	
51616	1460	
51617	336	
51618	868	
51619	449	
51620	266	
51621	591	
51622	732	
51623	789	
51624	870	
51625	352	
51626	657	
51627	638	
51628	634	
51629	532	
51630	170	
51631	354	
51632	299	
51633	368	
51634	542	
51635	323	
51636	607	
51637	896	
51638	297	
51639	415	
51640	879	
51641	971	
51642	689	
51643	532	
51644	907	
51645	669	
51646	884	
51647	1576	
51648	1108	
51649	572	
51650	389	
51651	1319	
51652	799	
51653	752	
51654	523	
51655	502	
51656	1304	
51657	817	
51658	1579	
51659	659	
51660	1007	
51661	723	
51662	715	
51663	264	
51664	476	
51665	221	
51666	272	
51667	344	
51668	1375	
51669	336	
51670	1536	
51671	1680	
51672	358	
51673	788	
51674	548	
51675	499	
51676	120	
51677	126	
51678	1018	
51679	1043	
51680	681	
51681	428	
51682	692	
51683	360	
51684	797	
51685	796	
51686	1116	
51687	344	
51688	1001	
51689	323	
51690	690	
51691	836	
51692	322	
51693	604	
51694	516	
51695	473	
51696	540	
51697	656	
51698	713	
51699	545	
51700	1085	
51701	1175	
51702	530	
51703	1199	
51704	597	
51705	664	
51706	580	
51707	75	
51708	1164	
51709	701	
51710	990	
51711	2048	
51712	668	
51713	480	
51714	539	
51715	1938	
51716	349	
51717	968	
51718	723	
51719	1316	
51720	629	
51721	1062	
51722	863	
51723	1264	
51724	889	
51725	963	
51726	667	
51727	876	
51728	704	
51729	1100	
51730	429	
51731	304	
51732	943	
51733	265	
51734	1187	
51735	274	
51736	283	
51737	480	
51738	725	
51739	125	
51740	435	
51741	430	
51742	873	
51743	291	
51744	501	
51745	768	
51746	264	
51747	724	
51748	478	
51749	591	
51750	184	
51751	276	
51752	1007	
51753	405	
51754	1128	
51755	521	
51756	273	
51757	313	
51758	284	
51759	595	
51760	768	
51761	593	
51762	706	
51763	491	
51764	648	
51765	145	
51766	1063	
51767	391	
51768	490	
51769	141	
51770	906	
51771	853	
51772	580	
51773	442	
51774	893	
51775	430	
51776	911	
51777	1074	
51778	353	
51779	424	
51780	689	
51781	1021	
51782	424	
51783	582	
51784	774	
51785	547	
51786	966	
51787	869	
51788	683	
51789	1043	
51790	383	
51791	398	
51792	402	
51793	599	
51794	189	
51795	160	
51796	1191	
51797	1117	
51798	240	
51799	560	
51800	123	
51801	906	
51802	970	
51803	507	
51804	300	
51805	800	
51806	217	
51807	601	
51808	421	
51809	700	
51810	681	
51811	323	
51812	1368	
51813	371	
51814	1259	
51815	1031	
51816	120	
51817	577	
51818	840	
51819	689	
51820	1105	
51821	267	
51822	416	
51823	566	
51824	1371	
51825	521	
51826	617	
51827	756	
51828	406	
51829	737	
51830	779	
51831	1332	
51832	570	
51833	956	
51834	731	
51835	592	
51836	1065	
51837	577	
51838	303	
51839	801	
51840	893	
51841	791	
51842	280	
51843	496	
51844	503	
51845	857	
51846	481	
51847	583	
51848	543	
51849	877	
51850	1151	
51851	402	
51852	1607	
51853	1321	
51854	591	
51855	336	
51856	373	
51857	948	
51858	169	
51859	179	
51860	694	
51861	798	
51862	371	
51863	562	
51864	480	
51865	263	
51866	434	
51867	1620	
51868	971	
51869	912	
51870	698	
51871	839	
51872	636	
51873	494	
51874	795	
51875	628	
51876	743	
51877	893	
51878	1104	
51879	713	
51880	311	
51881	812	
51882	569	
51883	955	
51884	394	
51885	741	
51886	644	
51887	1325	
51888	389	
51889	933	
51890	636	
51891	467	
51892	440	
51893	1167	
51894	1216	
51895	415	
51896	278	
51897	412	
51898	697	
51899	611	
51900	509	
51901	725	
51902	987	
51903	372	
51904	731	
51905	341	
51906	570	
51907	406	
51908	614	
51909	1447	
51910	671	
51911	862	
51912	943	
51913	891	
51914	728	
51915	1047	
51916	439	
51917	1393	
51918	778	
51919	882	
51920	388	
51921	193	
51922	920	
51923	817	
51924	409	
51925	1493	
51926	531	
51927	621	
51928	423	
51929	961	
51930	427	
51931	598	
51932	619	
51933	314	
51934	827	
51935	561	
51936	1042	
51937	1306	
51938	522	
51939	613	
51940	533	
51941	733	
51942	337	
51943	543	
51944	846	
51945	265	
51946	516	
51947	1348	
51948	472	
51949	142	
51950	258	
51951	628	
51952	831	
51953	674	
51954	863	
51955	306	
51956	882	
51957	876	
51958	644	
51959	640	
51960	185	
51961	523	
51962	298	
51963	822	
51964	770	
51965	388	
51966	509	
51967	921	
51968	640	
51969	607	
51970	1401	
51971	911	
51972	1543	
51973	413	
51974	198	
51975	729	
51976	944	
51977	592	
51978	605	
51979	913	
51980	626	
51981	1946	
51982	501	
51983	291	
51984	1139	
51985	625	
51986	1305	
51987	667	
51988	761	
51989	755	
51990	1042	
51991	521	
51992	1020	
51993	703	
51994	1140	
51995	987	
51996	350	
51997	1202	
51998	388	
51999	772	
52000	919	
52001	635	
52002	1216	
52003	554	
52004	693	
52005	992	
52006	486	
52007	474	
52008	552	
52009	840	
52010	325	
52011	477	
52012	560	
52013	467	
52014	617	
52015	969	
52016	924	
52017	1336	
52018	786	
52019	829	
52020	202	
52021	718	
52022	1067	
52023	569	
52024	811	
52025	960	
52026	312	
52027	965	
52028	676	
52029	555	
52030	1075	
52031	88	
52032	354	
52033	956	
52034	440	
52035	435	
52036	1200	
52037	458	
52038	437	
52039	1231	
52040	1091	
52041	723	
52042	528	
52043	63	
52044	572	
52045	658	
52046	607	
52047	1336	
52048	764	
52049	559	
52050	191	
52051	254	
52052	418	
52053	688	
52054	315	
52055	309	
52056	331	
52057	295	
52058	748	
52059	315	
52060	1115	
52061	825	
52062	459	
52063	651	
52064	441	
52065	431	
52066	177	
52067	1305	
52068	497	
52069	661	
52070	456	
52071	706	
52072	600	
52073	245	
52074	1315	
52075	682	
52076	262	
52077	990	
52078	415	
52079	851	
52080	470	
52081	239	
52082	215	
52083	486	
52084	420	
52085	772	
52086	533	
52087	868	
52088	716	
52089	1193	
52090	782	
52091	580	
52092	1249	
52093	443	
52094	950	
52095	1008	
52096	315	
52097	661	
52098	1350	
52099	1307	
52100	726	
52101	299	
52102	597	
52103	721	
52104	1540	
52105	664	
52106	268	
52107	383	
52108	737	
52109	773	
52110	929	
52111	504	
52112	902	
52113	625	
52114	766	
52115	427	
52116	1103	
52117	1391	
52118	850	
52119	1021	
52120	744	
52121	499	
52122	1076	
52123	947	
52124	732	
52125	640	
52126	719	
52127	804	
52128	1203	
52129	562	
52130	310	
52131	1044	
52132	382	
52133	453	
52134	973	
52135	490	
52136	492	
52137	1150	
52138	1402	
52139	386	
52140	576	
52141	1037	
52142	629	
52143	606	
52144	672	
52145	725	
52146	640	
52147	635	
52148	814	
52149	895	
52150	847	
52151	85	
52152	864	
52153	150	
52154	900	
52155	341	
52156	352	
52157	855	
52158	1229	
52159	1158	
52160	464	
52161	286	
52162	888	
52163	182	
52164	893	
52165	854	
52166	918	
52167	1040	
52168	443	
52169	519	
52170	1384	
52171	524	
52172	682	
52173	1577	
52174	393	
52175	807	
52176	592	
52177	211	
52178	320	
52179	608	
52180	1139	
52181	758	
52182	721	
52183	983	
52184	881	
52185	710	
52186	549	
52187	841	
52188	534	
52189	532	
52190	208	
52191	967	
52192	539	
52193	1246	
52194	553	
52195	1034	
52196	1263	
52197	1711	
52198	959	
52199	639	
52200	1426	
52201	501	
52202	868	
52203	186	
52204	619	
52205	493	
52206	696	
52207	488	
52208	265	
52209	802	
52210	892	
52211	602	
52212	196	
52213	439	
52214	710	
52215	636	
52216	559	
52217	652	
52218	528	
52219	483	
52220	665	
52221	1291	
52222	718	
52223	371	
52224	370	
52225	653	
52226	619	
52227	199	
52228	106	
52229	289	
52230	964	
52231	823	
52232	428	
52233	1237	
52234	828	
52235	1103	
52236	350	
52237	325	
52238	919	
52239	133	
52240	476	
52241	561	
52242	673	
52243	1327	
52244	934	
52245	590	
52246	647	
52247	853	
52248	722	
52249	854	
52250	574	
52251	530	
52252	447	
52253	447	
52254	652	
52255	500	
52256	734	
52257	794	
52258	823	
52259	238	
52260	492	
52261	810	
52262	1238	
52263	254	
52264	293	
52265	829	
52266	537	
52267	682	
52268	1371	
52269	973	
52270	404	
52271	597	
52272	654	
52273	566	
52274	1824	
52275	356	
52276	969	
52277	695	
52278	392	
52279	279	
52280	379	
52281	1162	
52282	693	
52283	1366	
52284	216	
52285	857	
52286	1071	
52287	538	
52288	232	
52289	525	
52290	572	
52291	687	
52292	402	
52293	955	
52294	707	
52295	874	
52296	755	
52297	835	
52298	717	
52299	820	
52300	1703	
52301	1204	
52302	737	
52303	1170	
52304	834	
52305	949	
52306	251	
52307	380	
52308	1074	
52309	297	
52310	181	
52311	1351	
52312	1168	
52313	325	
52314	522	
52315	499	
52316	591	
52317	389	
52318	286	
52319	589	
52320	430	
52321	593	
52322	1047	
52323	796	
52324	620	
52325	1119	
52326	217	
52327	276	
52328	1321	
52329	594	
52330	924	
52331	541	
52332	757	
52333	1359	
52334	1242	
52335	892	
52336	965	
52337	751	
52338	680	
52339	680	
52340	325	
52341	507	
52342	577	
52343	728	
52344	763	
52345	816	
52346	629	
52347	826	
52348	846	
52349	705	
52350	259	
52351	506	
52352	602	
52353	1113	
52354	779	
52355	838	
52356	562	
52357	278	
52358	1838	
52359	991	
52360	432	
52361	727	
52362	272	
52363	383	
52364	678	
52365	573	
52366	964	
52367	292	
52368	930	
52369	370	
52370	399	
52371	826	
52372	931	
52373	493	
52374	1024	
52375	317	
52376	1422	
52377	920	
52378	708	
52379	1081	
52380	389	
52381	1265	
52382	436	
52383	513	
52384	1816	
52385	230	
52386	1244	
52387	879	
52388	580	
52389	627	
52390	88	
52391	931	
52392	217	
52393	354	
52394	734	
52395	510	
52396	1007	
52397	246	
52398	402	
52399	773	
52400	916	
52401	624	
52402	326	
52403	705	
52404	1258	
52405	1214	
52406	226	
52407	586	
52408	452	
52409	1017	
52410	794	
52411	665	
52412	180	
52413	1179	
52414	510	
52415	799	
52416	658	
52417	342	
52418	685	
52419	811	
52420	320	
52421	671	
52422	1018	
52423	1272	
52424	563	
52425	237	
52426	1222	
52427	310	
52428	346	
52429	519	
52430	369	
52431	639	
52432	158	
52433	864	
52434	631	
52435	1692	
52436	632	
52437	516	
52438	118	
52439	331	
52440	937	
52441	755	
52442	1130	
52443	378	
52444	1046	
52445	688	
52446	513	
52447	1303	
52448	306	
52449	255	
52450	302	
52451	539	
52452	121	
52453	120	
52454	336	
52455	549	
52456	1683	
52457	636	
52458	639	
52459	788	
52460	290	
52461	949	
52462	580	
52463	500	
52464	110	
52465	431	
52466	653	
52467	466	
52468	452	
52469	356	
52470	1169	
52471	289	
52472	934	
52473	304	
52474	260	
52475	381	
52476	281	
52477	1184	
52478	980	
52479	508	
52480	674	
52481	755	
52482	320	
52483	303	
52484	572	
52485	402	
52486	556	
52487	962	
52488	190	
52489	1183	
52490	325	
52491	537	
52492	517	
52493	481	
52494	627	
52495	972	
52496	612	
52497	373	
52498	552	
52499	1374	
52500	697	
52501	1088	
52502	784	
52503	878	
52504	567	
52505	318	
52506	378	
52507	928	
52508	1336	
52509	530	
52510	753	
52511	682	
52512	440	
52513	1558	
52514	393	
52515	729	
52516	816	
52517	804	
52518	484	
52519	478	
52520	181	
52521	567	
52522	493	
52523	765	
52524	454	
52525	863	
52526	661	
52527	876	
52528	375	
52529	1138	
52530	455	
52531	667	
52532	622	
52533	652	
52534	613	
52535	205	
52536	333	
52537	545	
52538	679	
52539	646	
52540	531	
52541	266	
52542	560	
52543	1258	
52544	887	
52545	305	
52546	296	
52547	653	
52548	1223	
52549	629	
52550	1809	
52551	485	
52552	630	
52553	680	
52554	310	
52555	448	
52556	1153	
52557	266	
52558	1196	
52559	1376	
52560	1029	
52561	840	
52562	633	
52563	624	
52564	647	
52565	785	
52566	641	
52567	382	
52568	255	
52569	841	
52570	445	
52571	318	
52572	435	
52573	348	
52574	842	
52575	936	
52576	564	
52577	215	
52578	704	
52579	741	
52580	639	
52581	1379	
52582	796	
52583	1041	
52584	971	
52585	1497	
52586	417	
52587	1004	
52588	947	
52589	503	
52590	606	
52591	805	
52592	939	
52593	298	
52594	644	
52595	816	
52596	439	
52597	798	
52598	1003	
52599	324	
52600	503	
52601	1421	
52602	592	
52603	1029	
52604	1028	
52605	334	
52606	666	
52607	154	
52608	451	
52609	581	
52610	577	
52611	430	
52612	954	
52613	260	
52614	646	
52615	625	
52616	1377	
52617	751	
52618	605	
52619	907	
52620	713	
52621	1184	
52622	286	
52623	1133	
52624	179	
52625	1460	
52626	204	
52627	661	
52628	1239	
52629	513	
52630	428	
52631	1783	
52632	474	
52633	551	
52634	730	
52635	1197	
52636	334	
52637	1001	
52638	1385	
52639	488	
52640	198	
52641	940	
52642	612	
52643	973	
52644	692	
52645	462	
52646	336	
52647	560	
52648	609	
52649	339	
52650	557	
52651	862	
52652	584	
52653	407	
52654	556	
52655	819	
52656	307	
52657	434	
52658	697	
52659	259	
52660	632	
52661	1459	
52662	901	
52663	659	
52664	899	
52665	424	
52666	653	
52667	564	
52668	765	
52669	763	
52670	624	
52671	889	
52672	908	
52673	503	
52674	555	
52675	500	
52676	832	
52677	593	
52678	711	
52679	920	
52680	605	
52681	694	
52682	1212	
52683	765	
52684	731	
52685	1203	
52686	735	
52687	663	
52688	84	
52689	887	
52690	630	
52691	264	
52692	525	
52693	900	
52694	305	
52695	899	
52696	854	
52697	609	
52698	402	
52699	494	
52700	739	
52701	555	
52702	625	
52703	693	
52704	292	
52705	603	
52706	286	
52707	975	
52708	1406	
52709	377	
52710	900	
52711	987	
52712	1304	
52713	410	
52714	656	
52715	475	
52716	954	
52717	276	
52718	820	
52719	504	
52720	525	
52721	591	
52722	901	
52723	697	
52724	409	
52725	348	
