cost	probability	
464	0.2879928799287992	
465	0.2892028920289202	
466	0.2903529035290352	
467	0.2915629156291562	
468	0.2928529285292852	
469	0.29414294142941416	
470	0.2952329523295232	
471	0.2965629656296562	
472	0.2979129791297912	
473	0.2991529915299152	
474	0.3001830018300182	
475	0.3013530135301352	
476	0.3025630256302562	
477	0.3038630386303862	
478	0.30508305083050824	
479	0.3064030640306402	
480	0.3075530755307552	
481	0.30886308863088624	
482	0.31007310073100725	
483	0.3113931139311392	
484	0.3126331263312632	
485	0.31385313853138525	
486	0.31513315133151326	
487	0.3164131641316413	
488	0.3176931769317693	
489	0.3191131911319113	
490	0.3203232032320323	
491	0.32155321553215527	
492	0.3231232312323123	
493	0.3243332433324333	
494	0.32584325843258427	
495	0.3271532715327153	
496	0.3284532845328453	
497	0.3295632956329563	
498	0.33085330853308526	
499	0.33213332133321327	
500	0.3333433334333343	
501	0.33470334703347027	
502	0.3360733607336073	
503	0.3372933729337293	
504	0.3385933859338593	
505	0.3399233992339923	
506	0.3410734107341073	
507	0.3424334243342433	
508	0.34391343913439126	
509	0.34523345233452324	
510	0.3466834668346682	
511	0.34787347873478724	
512	0.34920349203492024	
513	0.35047350473504724	
514	0.3516035160351602	
515	0.3528935289352892	
516	0.3541935419354192	
517	0.35545355453554517	
518	0.35656356563565617	
519	0.3579035790357902	
520	0.3592535925359252	
521	0.3602736027360272	
522	0.36168361683616823	
523	0.36280362803628025	
524	0.36421364213642127	
525	0.3654036540365403	
526	0.3666636666366663	
527	0.3679736797367973	
528	0.3692436924369243	
529	0.3704837048370483	
530	0.3716937169371693	
531	0.3730437304373043	
532	0.3744337443374433	
533	0.3758937589375893	
534	0.3771737717377173	
535	0.37833378333783335	
536	0.3797137971379714	
537	0.3811238112381124	
538	0.3823438234382344	
539	0.38362383623836244	
540	0.38460384603846043	
541	0.38569385693856945	
542	0.38693386933869345	
543	0.3882838828388285	
544	0.38954389543895446	
545	0.39083390833908344	
546	0.39185391853918544	
547	0.3929239292392924	
548	0.39413394133941343	
549	0.3953339533395334	
550	0.3964639646396464	
551	0.3977239772397724	
552	0.3989339893398934	
553	0.4004240042400424	
554	0.4017040170401704	
555	0.4030040300403004	
556	0.4043340433404334	
557	0.4056640566405664	
558	0.40695406954069535	
559	0.40819408194081935	
560	0.40965409654096535	
561	0.41095410954109535	
562	0.41216412164121635	
563	0.41345413454134533	
564	0.4147541475414753	
565	0.41593415934159333	
566	0.4172541725417253	
567	0.4184941849418493	
568	0.4196341963419633	
569	0.4209342093420933	
570	0.42228422284222833	
571	0.4234842348423483	
572	0.4247242472424723	
573	0.42578425784257834	
574	0.42705427054270534	
575	0.42817428174281735	
576	0.42953429534295334	
577	0.43072430724307237	
578	0.43199431994319937	
579	0.43325433254332535	
580	0.4346343463434634	
581	0.43593435934359337	
582	0.4371243712437124	
583	0.4383843838438384	
584	0.4396243962439624	
585	0.44063440634406337	
586	0.44187441874418737	
587	0.4430944309443094	
588	0.4443944439444394	
589	0.4456344563445634	
590	0.4468044680446804	
591	0.44806448064480636	
592	0.44911449114491137	
593	0.45024450244502434	
594	0.45144451444514433	
595	0.45250452504525035	
596	0.45358453584535835	
597	0.45499454994549937	
598	0.4562745627456274	
599	0.4574845748457484	
600	0.4587945879458794	
601	0.4600846008460084	
602	0.4613246132461324	
603	0.46258462584625837	
604	0.46382463824638237	
605	0.46512465124651237	
606	0.46633466334663337	
607	0.46743467434674335	
608	0.46868468684686837	
609	0.4700547005470054	
610	0.47112471124711236	
611	0.4722847228472284	
612	0.4733747337473374	
613	0.47475474754747543	
614	0.4760847608476084	
615	0.47726477264772643	
616	0.47848478484784845	
617	0.47966479664796646	
618	0.48086480864808645	
619	0.48212482124821243	
620	0.4832248322483224	
621	0.4844648446484464	
622	0.4855348553485534	
623	0.4866148661486614	
624	0.4878148781487814	
625	0.48885488854888537	
626	0.49011490114901135	
627	0.49152491524915237	
628	0.4928349283492834	
629	0.4940449404494044	
630	0.4952449524495244	
631	0.4964249642496424	
632	0.4975749757497574	
633	0.4988649886498864	
634	0.4998549985499854	
635	0.5010950109501093	
636	0.5023350233502333	
637	0.5034950349503493	
638	0.5048450484504843	
639	0.5058850588505883	
640	0.5070150701507014	
641	0.5083550835508354	
642	0.5094950949509494	
643	0.5104851048510484	
644	0.5116851168511684	
645	0.5128851288512883	
646	0.5142551425514253	
647	0.5155751557515573	
648	0.5169651696516964	
649	0.5180951809518094	
650	0.5191351913519134	
651	0.5201952019520194	
652	0.5213852138521384	
653	0.5225852258522584	
654	0.5237752377523774	
655	0.5250152501525014	
656	0.5261152611526114	
657	0.5272852728527284	
658	0.5283852838528384	
659	0.5295752957529575	
660	0.5308253082530825	
661	0.5318953189531895	
662	0.5330653306533065	
663	0.5341353413534136	
664	0.5353653536535365	
665	0.5367853678536786	
666	0.5378553785537856	
667	0.5390053900539006	
668	0.5401254012540125	
669	0.5413554135541355	
670	0.5425654256542565	
671	0.5439254392543925	
672	0.5450754507545075	
673	0.5461054610546104	
674	0.5471654716547164	
675	0.5484054840548404	
676	0.5495754957549573	
677	0.5508455084550844	
678	0.5519755197551974	
679	0.5531855318553184	
680	0.5542255422554224	
681	0.5555855558555585	
682	0.5567955679556794	
683	0.5579955799557994	
684	0.5594055940559404	
685	0.5605656056560564	
686	0.5617056170561704	
687	0.5626656266562664	
688	0.5636956369563694	
689	0.5647456474564744	
690	0.5658656586565863	
691	0.5670556705567054	
692	0.5682656826568263	
693	0.5694056940569403	
694	0.5704757047570473	
695	0.5716757167571673	
696	0.5726957269572693	
697	0.5740457404574043	
698	0.5752457524575243	
699	0.5762557625576253	
700	0.5776057760577603	
701	0.5786757867578673	
702	0.5796457964579643	
703	0.5809558095580953	
704	0.5820158201582013	
705	0.5832358323583233	
706	0.5843458434584343	
707	0.5853758537585373	
708	0.5865558655586552	
709	0.5876858768587683	
710	0.5887158871588712	
711	0.5899458994589942	
712	0.5910459104591043	
713	0.5924059240592403	
714	0.5934259342593423	
715	0.5944859448594483	
716	0.5955759557595572	
717	0.5967759677596772	
718	0.5978259782597822	
719	0.5989059890598902	
720	0.5999659996599962	
721	0.6009960099600992	
722	0.6023860238602382	
723	0.6034860348603482	
724	0.6045360453604532	
725	0.6056260562605622	
726	0.6067560675606752	
727	0.6076860768607683	
728	0.6088060880608802	
729	0.6099860998609982	
730	0.6111661116611161	
731	0.6121961219612191	
732	0.6131961319613191	
733	0.61430614306143	
734	0.615486154861548	
735	0.616646166461664	
736	0.617736177361773	
737	0.618776187761877	
738	0.619826198261982	
739	0.6208662086620861	
740	0.6219662196621961	
741	0.6230462304623041	
742	0.6241362413624131	
743	0.625286252862528	
744	0.626426264262642	
745	0.627386273862738	
746	0.6283962839628391	
747	0.6291862918629181	
748	0.6301763017630171	
749	0.631266312663126	
750	0.632466324663246	
751	0.6336863368633681	
752	0.6347963479634791	
753	0.6357863578635781	
754	0.6368263682636821	
755	0.6379863798637981	
756	0.6390863908639082	
757	0.6401764017640171	
758	0.6412164121641212	
759	0.6421064210642101	
760	0.6432764327643271	
761	0.6443064430644301	
762	0.645336453364533	
763	0.6463464634646341	
764	0.6474264742647421	
765	0.64860648606486	
766	0.6499164991649911	
767	0.650976509765097	
768	0.652056520565205	
769	0.6530665306653061	
770	0.6540865408654081	
771	0.6549865498654981	
772	0.6560565605656051	
773	0.6569965699656991	
774	0.6579765797657972	
775	0.6589265892658922	
776	0.6599765997659972	
777	0.6609666096660962	
778	0.6619066190661902	
779	0.6628666286662862	
780	0.6638466384663843	
781	0.6647266472664722	
782	0.6657466574665742	
783	0.6668366683666832	
784	0.6677166771667712	
785	0.6686266862668622	
786	0.6696166961669612	
787	0.6706467064670641	
788	0.6716267162671622	
789	0.6726767267672672	
790	0.6735667356673561	
791	0.6745967459674591	
792	0.6756267562675621	
793	0.6767967679676791	
794	0.677796777967779	
795	0.678856788567885	
796	0.679856798567985	
797	0.680866808668086	
798	0.6819368193681931	
799	0.682796827968279	
800	0.683796837968379	
801	0.684836848368483	
802	0.6857868578685781	
803	0.686616866168661	
804	0.6876268762687621	
805	0.68850688506885	
806	0.6893768937689371	
807	0.6903069030690301	
808	0.6912169121691211	
809	0.692186921869218	
810	0.693296932969329	
811	0.694386943869438	
812	0.695396953969539	
813	0.696546965469654	
814	0.697676976769767	
815	0.698676986769867	
816	0.699756997569975	
817	0.700627006270062	
818	0.701587015870158	
819	0.702677026770267	
820	0.703487034870348	
821	0.7045270452704521	
822	0.7055970559705591	
823	0.7067570675706751	
824	0.7077470774707741	
825	0.7084370843708432	
826	0.7093470934709342	
827	0.7102771027710272	
828	0.7112471124711242	
829	0.7122871228712282	
830	0.7132971329713292	
831	0.7141371413714133	
832	0.7150771507715072	
833	0.7159871598715982	
834	0.7168371683716832	
835	0.7175971759717592	
836	0.7184171841718412	
837	0.7194071940719402	
838	0.7202172021720212	
839	0.7210372103721032	
840	0.7219872198721983	
841	0.7228872288722883	
842	0.7236772367723673	
843	0.7245672456724562	
844	0.7255472554725543	
845	0.7265472654726542	
846	0.7273272732727323	
847	0.7281572815728152	
848	0.7291372913729133	
849	0.7298872988729883	
850	0.7307773077730773	
851	0.7316273162731622	
852	0.7324373243732433	
853	0.7332873328733283	
854	0.7342473424734243	
855	0.7351273512735123	
856	0.7359073590735903	
857	0.7366073660736603	
858	0.7374073740737402	
859	0.7382973829738292	
860	0.7392273922739222	
861	0.7398973989739892	
862	0.7407174071740712	
863	0.7415974159741592	
864	0.7425874258742582	
865	0.7435274352743522	
866	0.7443474434744342	
867	0.7452474524745242	
868	0.7461274612746122	
869	0.7469074690746902	
870	0.7478374783747832	
871	0.7487474874748742	
872	0.7494874948749481	
873	0.7502775027750271	
874	0.7511475114751142	
875	0.7519375193751932	
876	0.7527575275752751	
877	0.7534375343753431	
878	0.7542775427754271	
879	0.7552175521755211	
880	0.7560175601756011	
881	0.7567975679756791	
882	0.757627576275762	
883	0.7583475834758341	
884	0.759237592375923	
885	0.759917599175991	
886	0.760757607576075	
887	0.761617616176161	
888	0.762247622476224	
889	0.763077630776307	
890	0.7638776387763869	
891	0.7647276472764719	
892	0.765327653276532	
893	0.766137661376613	
894	0.766917669176691	
895	0.767677676776767	
896	0.768527685276852	
897	0.769387693876938	
898	0.7701877018770179	
899	0.7709577095770949	
900	0.7718377183771828	
901	0.7726377263772628	
902	0.7733277332773318	
903	0.7741577415774148	
904	0.7748277482774818	
905	0.7756477564775638	
906	0.7764877648776478	
907	0.7773377733777328	
908	0.7780477804778038	
909	0.7789677896778958	
910	0.7796977969779688	
911	0.7805678056780558	
912	0.7812978129781288	
913	0.7819478194781938	
914	0.7828178281782808	
915	0.7837378373783729	
916	0.7844078440784399	
917	0.7851378513785129	
918	0.7858178581785809	
919	0.7866578665786649	
920	0.7873178731787309	
921	0.788067880678806	
922	0.78870788707887	
923	0.789527895278952	
924	0.7902379023790229	
925	0.7908879088790879	
926	0.7915379153791529	
927	0.7921879218792178	
928	0.7929179291792908	
929	0.7935379353793528	
930	0.7944179441794408	
931	0.7950979509795087	
932	0.7957079570795698	
933	0.7963679636796358	
934	0.7971379713797128	
935	0.7978979789797888	
936	0.7986379863798627	
937	0.7994079940799397	
938	0.8001680016800157	
939	0.8007480074800737	
940	0.8016080160801596	
941	0.8023080230802296	
942	0.8028980289802886	
943	0.8038080380803796	
944	0.8045780457804566	
945	0.8052780527805266	
946	0.8059980599805986	
947	0.8067280672806716	
948	0.8073680736807356	
949	0.8079580795807946	
950	0.8086480864808636	
951	0.8093080930809297	
952	0.8099980999809987	
953	0.8106181061810607	
954	0.8113881138811376	
955	0.8120881208812076	
956	0.8128081280812797	
957	0.8134681346813457	
958	0.8141081410814097	
959	0.8148281482814818	
960	0.8155581555815548	
961	0.8161081610816098	
962	0.8167081670816698	
963	0.8174481744817438	
964	0.8181881818818177	
965	0.8187981879818788	
966	0.8194881948819478	
967	0.8201182011820108	
968	0.8206082060820599	
969	0.8212282122821218	
970	0.8219682196821958	
971	0.8226882268822678	
972	0.8233482334823339	
973	0.8240082400823999	
974	0.8245682456824559	
975	0.8251782517825169	
976	0.8258882588825879	
977	0.8264982649826489	
978	0.8271082710827099	
979	0.827648276482764	
980	0.828318283182831	
981	0.8289382893828929	
982	0.829598295982959	
983	0.830168301683016	
984	0.830818308183081	
985	0.83160831608316	
986	0.832318323183231	
987	0.83280832808328	
988	0.833428334283342	
989	0.8341083410834099	
990	0.8348383483834829	
991	0.8354783547835469	
992	0.836198361983619	
993	0.836828368283682	
994	0.837328373283732	
995	0.837878378783787	
996	0.838518385183851	
997	0.839198391983919	
998	0.83980839808398	
999	0.840628406284062	
1000	0.841258412584125	
1001	0.841938419384193	
1002	0.842628426284262	
1003	0.843278432784327	
1004	0.84380843808438	
1005	0.844298442984429	
1006	0.844978449784497	
1007	0.845688456884568	
1008	0.8463684636846359	
1009	0.8469784697846969	
1010	0.8474584745847449	
1011	0.8481284812848119	
1012	0.8487484874848739	
1013	0.8493484934849339	
1014	0.850038500385003	
1015	0.850848508485084	
1016	0.851338513385133	
1017	0.85190851908519	
1018	0.8523385233852331	
1019	0.853018530185301	
1020	0.8536585365853651	
1021	0.8542985429854291	
1022	0.854828548285482	
1023	0.8554085540855401	
1024	0.8560185601856011	
1025	0.856638566385663	
1026	0.8571785717857171	
1027	0.8577385773857731	
1028	0.858358583585835	
1029	0.858838588385883	
1030	0.859338593385933	
1031	0.85980859808598	
1032	0.860398603986039	
1033	0.8610186101861009	
1034	0.861568615686156	
1035	0.8621586215862149	
1036	0.862588625886258	
1037	0.8630986309863089	
1038	0.8638086380863799	
1039	0.8642586425864248	
1040	0.8648186481864808	
1041	0.8654586545865448	
1042	0.8660186601866008	
1043	0.8665986659866588	
1044	0.8672086720867198	
1045	0.8678386783867829	
1046	0.8683386833868328	
1047	0.8688886888868879	
1048	0.8694086940869399	
1049	0.8699286992869919	
1050	0.870498704987049	
1051	0.871078710787107	
1052	0.871598715987159	
1053	0.872068720687206	
1054	0.872438724387243	
1055	0.872898728987289	
1056	0.873478734787347	
1057	0.873888738887388	
1058	0.874338743387433	
1059	0.874728747287472	
1060	0.875168751687516	
1061	0.8756187561875609	
1062	0.8760787607876069	
1063	0.8765587655876549	
1064	0.8771887718877179	
1065	0.877678776787767	
1066	0.878148781487814	
1067	0.878668786687866	
1068	0.87920879208792	
1069	0.879738797387973	
1070	0.8802788027880271	
1071	0.880668806688066	
1072	0.881088810888108	
1073	0.881518815188151	
1074	0.882028820288202	
1075	0.8824788247882469	
1076	0.8828988289882889	
1077	0.8834388343883429	
1078	0.8839088390883899	
1079	0.8843488434884339	
1080	0.8846688466884659	
1081	0.8851588515885149	
1082	0.8855388553885529	
1083	0.8859188591885909	
1084	0.8862988629886289	
1085	0.886758867588675	
1086	0.887068870688706	
1087	0.887448874488744	
1088	0.887968879688796	
1089	0.888428884288842	
1090	0.8889488894888941	
1091	0.889358893588935	
1092	0.88980889808898	
1093	0.890228902289022	
1094	0.8906789067890669	
1095	0.8909789097890969	
1096	0.8913889138891379	
1097	0.8918189181891809	
1098	0.8922489224892239	
1099	0.8927189271892709	
1100	0.893268932689326	
1101	0.8936589365893649	
1102	0.8940689406894059	
1103	0.8944789447894469	
1104	0.8948989489894889	
1105	0.8953589535895349	
1106	0.8958189581895809	
1107	0.8963689636896359	
1108	0.8968189681896809	
1109	0.8972089720897198	
1110	0.8975689756897558	
1111	0.8979789797897968	
1112	0.8985889858898578	
1113	0.8990489904899038	
1114	0.8993689936899358	
1115	0.8997789977899768	
1116	0.9000990009900088	
1117	0.9004990049900489	
1118	0.9009590095900949	
1119	0.9013590135901349	
1120	0.9016890168901679	
1121	0.9020690206902059	
1122	0.9024390243902429	
1123	0.902839028390283	
1124	0.903249032490324	
1125	0.903589035890358	
1126	0.903869038690386	
1127	0.9041790417904171	
1128	0.904449044490444	
1129	0.9048790487904871	
1130	0.9051890518905181	
1131	0.9056290562905621	
1132	0.9059690596905962	
1133	0.9063290632906321	
1134	0.9067390673906731	
1135	0.9071990719907191	
1136	0.9076790767907671	
1137	0.9081190811908111	
1138	0.908569085690856	
1139	0.908929089290892	
1140	0.9094690946909461	
1141	0.9097790977909771	
1142	0.9101491014910141	
1143	0.9105491054910542	
1144	0.9108291082910822	
1145	0.9112391123911232	
1146	0.9116091160911602	
1147	0.9119891198911982	
1148	0.9123191231912312	
1149	0.9128791287912872	
1150	0.9132891328913282	
1151	0.9136491364913641	
1152	0.9141991419914192	
1153	0.9145491454914542	
1154	0.9148791487914871	
1155	0.9152191521915212	
1156	0.9155191551915511	
1157	0.9159091590915901	
1158	0.9162491624916241	
1159	0.9167491674916741	
1160	0.9170191701917011	
1161	0.9173691736917361	
1162	0.9177091770917701	
1163	0.9179591795917952	
1164	0.9181991819918192	
1165	0.9185291852918521	
1166	0.9188691886918862	
1167	0.9193091930919302	
1168	0.9196091960919601	
1169	0.9200192001920011	
1170	0.9203092030920301	
1171	0.9206092060920601	
1172	0.9209292092920921	
1173	0.9212792127921271	
1174	0.9216792167921671	
1175	0.9221092210922102	
1176	0.9225092250922502	
1177	0.9228792287922872	
1178	0.9232092320923202	
1179	0.9235892358923582	
1180	0.9238392383923832	
1181	0.9241892418924182	
1182	0.9244492444924443	
1183	0.9247892478924783	
1184	0.9250692506925063	
1185	0.9253092530925303	
1186	0.9255992559925593	
1187	0.9259692596925964	
1188	0.9263192631926314	
1189	0.9266992669926694	
1190	0.9270792707927074	
1191	0.9274092740927403	
1192	0.9277592775927753	
1193	0.9280292802928023	
1194	0.9283192831928313	
1195	0.9286392863928633	
1196	0.9289392893928933	
1197	0.9292592925929253	
1198	0.9295992959929593	
1199	0.9298292982929823	
1200	0.9301793017930173	
1201	0.9304393043930433	
1202	0.9307593075930753	
1203	0.9310893108931083	
1204	0.9313193131931313	
1205	0.9316293162931624	
1206	0.9319193191931914	
1207	0.9322293222932224	
1208	0.9325293252932524	
1209	0.9327493274932744	
1210	0.9330293302933025	
